page,count
556d,4
4ef,1
474f,1
556f,7
12d,1
754f,17
67f,1
416d,1
554d,5
575f,3
454d,1
16d,2
54d,1
575d,1
466f,2
55f,2
56f,2
6ef,2
-6fffd,1
5d79,3
445f,6
451d,1
76fe,1
51f,1
535f,1
15f,3
115f,1
406f,1
2043a,1
1062d,2
453f,2
b5eb,1
3012a,1
222ff,1
9f,2
31a3f,4
50f,1
4d6f,1
647f,1
312e8,1
3111c,1
497f,2
31cee,1
505f,1
191ff,1
31d68,2956
597f,1
3056f,16
31d6c,61
31d6d,6
2446f,1
312fd,4
31d78,12
3041b,1
3156f,21
31d6f,20
2056f,1
3157e,2
5e56,69
5c35,51
5e5f,2
5c3d,1
465e,1
664f,13
465f,4
665f,5
65fb,6
10af,1
6cfe,7
5df3,96
6cff,1
464f,4
5e38,3
100e,1
780c,27
5c36,9
5d4b,4
5c81,83
5ccd,1
41c,4
10a4,1
a809,924
a80d,67
5c99,1
a80f,19
780f,1529
680f,6
5c33,188
5c32,1
680d,1
a009,2
201f,2
200f,10
400f,15
a01f,2
a81d,10
600f,3
280f,1
5c3f,1
a81f,2
480f,3
5c37,2
500f,1
a00f,3
580f,1
80f,1
481f,1
656b,1
a819,2
201d,1
4dd6,1
5c85,1
5c8d,1
448f,1
434f,1
2747d,1
356f,1
3437f,2
2353f,1
2353c,1
3453d,1
2040e,1
31d6e,1
31d7f,2
2d9ef,1
31d7c,2
282fb,2
26def,1
2907f,1
45fd,1
301ae,1
261e1,1
799f,1
4aff,1
531f,1
410a,1
189e4,1
34ba9,2727
341a9,6
34bbd,8
34bad,75
343af,3
34bbf,4
34baf,26
2f73e,1
585f,1
34bb9,17
343a9,9
343b9,3
340af,6
340b9,2
341bd,1
312fc,4
102cc,1
341b9,1
3013a,1
340a9,11
a5ff,1
3c729,1
5cde,3
674f,146
5e7c,1189
449f,3
447c,6
565f,1
6dc2,180
6dc6,7
6dce,15
6dcf,2
6d3f,59
-bdfe,4
5dc7,53
6dde,3
653f,1
53f,2
6dcd,1
65f9,7
7dc7,1
5ca6,4
5c91,6
457b,2
654f,18
b7b6,111
874f,10
b5b6,1
b7be,5
66ce,3
669c,3
66a0,1
663f,1
66d2,2
66e5,1
66cf,1
b7bf,1
feb5,86
66bc,5
66e2,2
66ac,3
66be,1
66b0,1
c6b5,2
f6bd,1
2ea3f,4
3580b,3
66b9,6
7cfd,4
66ba,8
80fe,5
a9c0,5
66de,1
668b,2
5d3b,53
64c0,1
5e90,2
468f,1
5cef,54
453b,3
78bd,2
78be,1
78ff,11
fb,1
553f,1
5d3f,1
675f,35
467c,10
567f,9
3d,1
674a,334
675a,4
5a,2
654a,4
4a,1
674e,7
567d,2
5cea,53
882a,20
882b,1
882c,19
882f,1
883f,1
883b,3
655f,6
5cff,1
8aef,9
8b30,1
8b31,18
8bd4,1
8b6c,1
8b99,3
5cee,1
675e,1
5cfa,1
455a,1
5cd7,46
5cd5,43
96c1,11
96c2,2
a0aa,3
96c5,1
95b2,1
968f,1
95ed,1
5cdf,1
5cb4,40
44d5,1
446c,2
966e,2
a03d,6
a03e,1
a17f,16
217f,1
a140,1
a12f,1
a167,1
44b4,1
5cbc,1
5cb1,38
44b9,1
5cbd,1
567c,3
a35d,8
a2de,1
a15f,21
cf5e,2
a30e,2
ccc2,1
5ca9,50
5ca3,42
a2a3,6
a2e4,1
a465,7
44af,2
c6af,18
a168,5
44bb,1
a2af,1
a483,1
a26c,1
44a9,1
5cad,1
645f,1
44ab,1
a3b2,2
a4b3,1
a274,7
a435,1
5caf,2
5cab,1
a547,3
a308,1
a409,15
a40d,1
a492,3
a457,1
a419,1
5c23,41
bbd2,7
bc53,1
bc94,23
bbc0,3
249f,1
a49f,1
bc9c,2
f4af,1
5b15,1
d5ea,1
d42b,1
d1ac,5
d1bd,1
55ea,1
41bf,1
5b05,53
39f30,8
217ae,11
203ef,2
2a6a4,79
2a6b4,1
2a6ac,3
219b1,17
204a4,2
204b4,1
219b5,1
1ee91,2
310bb,4
3195d,2
209ad,4
217af,1
26c22,5
5b0d,1
444a,1
675b,1
407e,1
2fb93,3
2ef54,1
3559d,1
3015a,1
4b4f,1
264ec,1
28afb,1
3123f,1
349bf,1
2eaff,1
1162c,1
312ee,1
44cf,1
85d,1
20c7d,1
3003e,1
349af,1
2d17f,1
30cbe,1
348a9,1
303da,1
31bde,1
42e5,1
30c2a,1165
796e,1
30c3a,4
30c2e,39
30c2f,5
1023f,1
30c3e,1
30c3f,4
2c96f,1
1009f,1
3051d,1
244ef,1
4cde,1
54df,1
44da,1
5ce1,43
5ce4,5
55a9,1
44df,1
10ae,1
415f,1
8bc5,237
80d5,1
87ac,28
86f1,1
87ad,1
854f,1
86f4,302
86ff,14
802a,2
5da8,15
8bcd,5
86fc,9
219e0,6
b424,6
6b31,2
954c,1
8bd5,3
89c5,1
885f,1
984e,2
86fe,1
2e3,1
8ad5,1
95a9,1
88c5,1
877e,1
954f,1
112bb,5
b1ce,5
6b93,4
6b9f,1
872f,1
80df,1
8bcf,3
cf,1
8bdd,1
81df,1
87bf,1
5ce5,5
54ef,1
5ced,1
1816f,1
2022b,1
3116a,1
2347f,1
